Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-07-27,36.38748182089976,36.4442830925708,34.86098330578417,35.63251495361328,129905200,0.0,0.0
2017-07-28,35.47394500219381,35.55441075334727,35.308279158276534,35.38164520263672,68854800,0.0,0.0
2017-07-31,35.476312716567726,35.57808120608452,35.057415543047654,35.19941329956055,79383600,0.0,0.0
2017-08-01,35.28697026094319,35.552035537769264,35.123669827454435,35.511802673339844,141474400,0.0,0.0
2017-08-02,37.6962435903247,37.8074771453169,36.957845192286726,37.18977737426758,279747200,0.0,0.0
2017-08-03,37.16847602458023,37.206343532783954,36.688043299384056,36.81821060180664,108389200,0.0,0.0
2017-08-04,36.93653667596549,37.25129989439079,36.846602264276186,37.01226806640625,82239600,0.0,0.0
2017-08-07,37.170844106826934,37.61104399095203,37.07854430586092,37.58501052856445,87481200,0.0,0.0
2017-08-08,37.53531270596637,38.29974457864223,37.457212318542076,37.88557815551758,144823600,0.0,0.0
2017-08-09,37.69150371765522,38.16720567148347,37.656005188822085,38.11750411987305,104526000,0.0,0.0
2017-08-10,37.99158262858283,38.015343668545945,36.739454856806596,36.90339660644531,163217200,0.1575,0.0
2017-08-11,37.207524945150304,37.67558922806506,37.081599389384024,37.41660690307617,105028400,0.0,0.0
2017-08-14,37.85378027442516,38.06524047899046,37.71834887212877,37.979705810546875,88490800,0.0,0.0
2017-08-15,38.17215186450104,38.53804789492941,38.0486010017716,38.39549255371094,117862000,0.0,0.0
2017-08-16,38.47628726574825,38.61171506689704,38.05098850111795,38.241065979003906,110686400,0.0,0.0
2017-08-17,38.13890307246544,38.18404688322702,37.50214403851648,37.50689697265625,111762400,0.0,0.0
2017-08-18,37.506894698065324,37.896551889086524,37.236035475348466,37.42136001586914,109712400,0.0,0.0
2017-08-21,37.42135253712178,37.51401478886334,36.85349850713105,37.35245132446289,105474000,0.0,0.0
2017-08-22,37.594799349533176,38.01534512004288,37.54490623930158,37.96307373046875,86418400,0.0,0.0
2017-08-23,37.794387680276444,38.12702054403124,37.749243871889796,38.010597229003906,77596400,0.0,0.0
2017-08-24,38.11750835950998,38.1911661336023,37.670830534408246,37.84189987182617,79275600,0.0,0.0
2017-08-25,37.93218563059118,38.14839877907418,37.84190164996352,37.98208236694336,101920400,0.0,0.0
2017-08-28,38.04861336149177,38.49054195113294,37.99871661933051,38.36461639404297,103864000,0.0,0.0
2017-08-29,38.039108811966976,38.75664589080839,38.015347769440645,38.70675277709961,118067600,0.0,0.0
2017-08-30,38.918208168197914,38.939590928559014,38.63546847422686,38.8112907409668,109078400,0.0,0.0
2017-08-31,38.88019408820277,39.08927964656217,38.84217787296909,38.965728759765625,107140400,0.0,0.0
2017-09-01,39.15579698597949,39.189060260116165,38.877810275246226,38.97760009765625,66364400,0.0,0.0
2017-09-05,38.90633294930605,39.02513091251003,38.14840136399642,38.50954818725586,117874000,0.0,0.0
2017-09-06,38.659231809511574,38.7257583737582,38.1388961906052,38.469154357910156,86606800,0.0,0.0
2017-09-07,38.511921385626785,38.54756294849641,38.100881463597496,38.31471633911133,87714000,0.0,0.0
2017-09-08,38.21967624613538,38.28857746127584,37.66607736948536,37.68983840942383,114446000,0.0,0.0
2017-09-11,38.134146321299646,38.50242073359992,37.98921266066894,38.371742248535156,126323200,0.0,0.0
2017-09-12,38.63547751266442,38.95623349482151,37.72310993622742,38.21968460083008,286856000,0.0,0.0
2017-09-13,37.98446515760261,38.005851549435256,37.51877910388101,37.932193756103516,179629600,0.0,0.0
2017-09-14,37.77537652165214,37.8727880932594,37.56153801898695,37.60668182373047,95042800,0.0,0.0
2017-09-15,37.6518243745163,38.24581415309399,37.540154006109624,37.98683547973633,196458400,0.0,0.0
2017-09-18,38.04148334390435,38.1341456087778,37.54015580178749,37.699344635009766,113077600,0.0,0.0
2017-09-19,37.898917023264886,37.960694271537804,37.64469132017558,37.713592529296875,83242400,0.0,0.0
2017-09-20,37.516389851274276,37.60192451730789,36.54937645722466,37.08159255981445,211805600,0.0,0.0
2017-09-21,37.01743491378526,37.01743491378526,36.29276683134765,36.444828033447266,150046800,0.0,0.0
2017-09-22,36.00528373482645,36.17873136486993,35.772440750847046,36.088443756103516,186581600,0.0,0.0
2017-09-25,35.63701217685027,36.0741877852061,35.439807134668634,35.77006530761719,177549200,0.0,0.0
2017-09-26,36.062302652728164,36.570757694807675,36.0409198934664,36.385433197021484,146640000,0.0,0.0
2017-09-27,36.542263718429936,36.76085159257165,36.48048644121078,36.64442825317383,102016800,0.0,0.0
2017-09-28,36.563650143006484,36.65631244267279,36.280910308647705,36.41871643066406,88022000,0.0,0.0
2017-09-29,36.40206899236571,36.62065678266156,36.114576361667766,36.61827850341797,105199200,0.0,0.0
2017-10-02,36.65154175715214,36.69668555763927,36.285645671048435,36.54462432861328,74795200,0.0,0.0
2017-10-03,36.59214889465391,36.8487529412614,36.56839147624705,36.703819274902344,64921200,0.0,0.0
2017-10-04,36.50185096375908,36.55649699319412,36.22386425912225,36.466209411621094,80655200,0.0,0.0
2017-10-05,36.63253982229578,36.93191302315461,36.60165481577916,36.9200325012207,85135200,0.0,0.0
2017-10-06,36.82024021925806,36.94379111347135,36.722825021408624,36.89864730834961,69630400,0.0,0.0
2017-10-09,37.01982706189848,37.23841491662719,36.94379823763172,37.026954650878906,65051600,0.0,0.0
2017-10-10,37.079214943924995,37.54015156216141,36.85112491403884,37.04119873046875,62468000,0.0,0.0
2017-10-11,37.0578345006381,37.29780506541304,37.00556311022362,37.195640563964844,67622400,0.0,0.0
2017-10-12,37.148139611365664,37.39048494429041,37.00082761195312,37.064979553222656,64500400,0.0,0.0
2017-10-13,37.238416512241365,37.36909502485975,37.162387684716876,37.300193786621094,65576800,0.0,0.0
2017-10-16,37.51639296479616,38.015345828971775,37.45699398693839,37.98683547973633,96486000,0.0,0.0
2017-10-17,37.96307240996048,38.22205106948026,37.83239394057069,38.12701416015625,75989200,0.0,0.0
2017-10-18,38.11513478565646,38.184039628599095,37.920308028059154,37.95832061767578,65496800,0.0,0.0
2017-10-19,37.24315722456922,37.32156430640887,36.83211733379684,37.06020736694336,170336800,0.0,0.0
2017-10-20,37.20988615234121,37.4807452758789,37.0554503002651,37.124351501464844,95896400,0.0,0.0
2017-10-23,37.276419828852404,37.46649726997486,36.94616167975459,37.105350494384766,87937200,0.0,0.0
2017-10-24,37.13386111175092,37.40234563524269,37.112478351143345,37.326316833496094,71028800,0.0,0.0
2017-10-25,37.28117435641299,37.43323559072958,36.89151721688761,37.162376403808594,84828400,0.0,0.0
2017-10-26,37.35720567196416,37.499764674842396,37.25028823251851,37.39997482299805,68002000,0.0,0.0
2017-10-27,37.84665392420322,38.87069542325304,37.70647319623632,38.74001693725586,177816800,0.0,0.0
2017-10-30,38.93959874684452,39.93275166854179,38.89920787179978,39.611995697021484,178803200,0.0,0.0
2017-10-31,39.89235262479032,40.30814547548229,39.66426257693497,40.163211822509766,144187200,0.0,0.0
2017-11-01,40.360420587574154,40.377054043339726,39.348263202875096,39.65238571166992,134551200,0.0,0.0
2017-11-02,39.58348077265509,40.03491155965591,39.269852425573816,39.9422492980957,165573600,0.0,0.0
2017-11-03,41.34168051014776,41.40345412989491,40.65740325880925,40.985286712646484,237594400,0.0,0.0
2017-11-06,40.95440722858985,41.57691099908613,40.799971332048685,41.40108871459961,140105200,0.0,0.0
2017-11-07,41.32031046112556,41.63868814804683,41.24665630038981,41.53414535522461,97446000,0.0,0.0
2017-11-08,41.49850698327136,41.87390899658203,41.4200998894698,41.87390899658203,97638000,0.0,0.0
2017-11-09,41.605422164217714,41.84064343281698,41.13735790651859,41.78837203979492,117930400,0.0,0.0
2017-11-10,41.75498497126781,41.81936749824793,41.55468781895046,41.65006637573242,100582000,0.1575,0.0
2017-11-13,41.37108628991191,41.60953635498344,41.34723982802105,41.483158111572266,67928400,0.0,0.0
2017-11-14,41.26139385606609,41.36631245718088,40.817876630372865,40.85602951049805,99130000,0.0,0.0
2017-11-15,40.52935142118639,40.612810386104115,40.150216751103684,40.31713104248047,116632400,0.0,0.0
2017-11-16,40.81788567203949,40.982416820373466,40.60805206178807,40.79881286621094,94550000,0.0,0.0
2017-11-17,40.7844898119175,40.867948774284635,40.450661239366084,40.572269439697266,87598000,0.0,0.0
2017-11-20,40.60566103588791,40.67004357389981,40.431593502628395,40.531742095947266,65049600,0.0,0.0
2017-11-21,40.72249792804087,41.41877161485843,40.72249792804087,41.285240173339844,100525200,0.0,0.0
2017-11-22,41.337705260729756,41.72876323926218,41.26378631943086,41.7192268371582,102355600,0.0,0.0
2017-11-24,41.75260306276705,41.847981622477484,41.645297635019276,41.72160339355469,56106800,0.0,0.0
2017-11-27,41.74068199004043,41.747835200465396,41.33293080352225,41.51176834106445,82867200,0.0,0.0
2017-11-28,41.56184725004231,41.69776189572416,40.98002850658914,41.2685546875,105715200,0.0,0.0
2017-11-29,41.16363357864659,41.232782492699755,39.85931150510773,40.412513732910156,166665600,0.0,0.0
2017-11-30,40.639036007343186,41.046787150945285,40.164522786287826,40.977638244628906,166108800,0.0,0.0
2017-12-01,40.52458020089189,40.93471452666798,40.1788283993312,40.7868766784668,159037200,0.0,0.0
2017-12-04,41.12786350834876,41.161246369731764,40.44828305052502,40.48881912231445,130169600,0.0,0.0
2017-12-05,40.3123630608582,40.89895175844287,40.154985161694164,40.45066452026367,109400800,0.0,0.0
2017-12-06,39.94037969476824,40.58419404275336,39.69239326654045,40.300437927246094,114240000,0.0,0.0
2017-12-07,40.30520658752601,40.6414219889394,40.27659374943416,40.374359130859375,102693200,0.0,0.0
2017-12-08,40.65334272528264,40.77495091817606,40.25513165293066,40.38627624511719,93420800,0.0,0.0
2017-12-11,40.34574624823218,41.22562748252011,40.24798085809822,41.17316818237305,141095200,0.0,0.0
2017-12-12,41.04917343469228,41.10640275484023,40.88464596137736,40.941871643066406,77636800,0.0,0.0
2017-12-13,41.1326279771445,41.380614394171914,41.013402968515095,41.07778549194336,95273600,0.0,0.0
2017-12-14,41.10878764072229,41.28285879892881,40.929950101151064,41.06586837768555,81906000,0.0,0.0
2017-12-15,41.402085962678164,41.53084739689473,41.12309982315957,41.483158111572266,160677200,0.0,0.0
2017-12-18,41.700148426066974,42.25335068346938,41.69537840601045,42.067359924316406,117684400,0.0,0.0
2017-12-19,41.73590997453761,41.82175213399141,41.51176635604941,41.61906814575195,109745600,0.0,0.0
2017-12-20,41.697756198769746,41.82890444490201,41.311468308760865,41.57376480102539,93902400,0.0,0.0
2017-12-21,41.53084677299512,41.9719808421342,41.514157160689635,41.731143951416016,83799600,0.0,0.0
2017-12-22,41.652454994509405,41.82890934985688,41.60953572990172,41.731143951416016,65397600,0.0,0.0
2017-12-26,40.72726680582263,40.88702789305036,40.46020029181405,40.67242431640625,132742000,0.0,0.0
2017-12-27,40.56034805438186,40.72249231431406,40.46735269625406,40.67957305908203,85992800,0.0,0.0
2017-12-28,40.774956610829264,40.977640599073645,40.65096157195768,40.79403305053711,65920800,0.0,0.0
2017-12-29,40.66050406471072,40.67719367642545,40.350518268055005,40.352901458740234,103999600,0.0,0.0
2018-01-02,40.57466218895665,41.084945160576574,40.36005495660902,41.07540512084961,102223600,0.0,0.0
2018-01-03,41.13979595141419,41.62146617791396,41.00388128479614,41.068260192871094,118071600,0.0,0.0
2018-01-04,41.142160877184054,41.36392126636929,41.03247591611205,41.259002685546875,89738400,0.0,0.0
2018-01-05,41.35677826072488,41.81698512196541,41.263782884499854,41.728759765625,94640000,0.0,0.0
2018-01-08,41.57376480102539,41.87421053342577,41.473612585099836,41.57376480102539,82271200,0.0,0.0
2018-01-09,41.62145954948717,41.74306777272186,41.349626621081995,41.569000244140625,86336000,0.0,0.0
2018-01-10,41.290009800528196,41.561842700595754,41.25185692089724,41.55945587158203,95839600,0.0,0.0
2018-01-11,41.630982080984126,41.84558925093559,41.6071392655171,41.79551315307617,74670800,0.0,0.0
2018-01-12,42.010125227019365,42.29149815902647,41.88374700012612,42.227115631103516,101672400,0.0,0.0
2018-01-16,42.420259728938916,42.77555159058082,42.000588977601346,42.01251220703125,118263600,0.0,0.0
2018-01-17,42.00298258133332,42.742179327740885,41.745459681788944,42.70641326904297,137547200,0.0,0.0
2018-01-18,42.77078989616692,42.944861075115966,42.50372696955724,42.74456024169922,124773600,0.0,0.0
2018-01-19,42.58956091071794,42.82085773581976,42.30342159631679,42.553794860839844,129700400,0.0,0.0
2018-01-22,42.277189879003046,42.39164487147338,42.11027559030494,42.20565414428711,108434400,0.0,0.0
2018-01-23,42.27719022265631,42.787473131371904,42.16273522925562,42.21519088745117,130756400,0.0,0.0
2018-01-24,42.26526602553829,42.2771892542245,41.29954271729125,41.542762756347656,204420400,0.0,0.0
2018-01-25,41.61191816149667,41.716836768791325,40.662887952851655,40.80118942260742,166116000,0.0,0.0
2018-01-26,41.01341396265987,41.01341396265987,40.55082022302054,40.89657211303711,156572000,0.0,0.0
2018-01-29,40.57466495957849,40.57466495957849,39.837855113328146,40.05007553100586,202561600,0.0,0.0
2018-01-30,39.470634355101616,39.90938155019125,39.27272038766841,39.814002990722656,184192800,0.0,0.0
2018-01-31,39.790147941992956,40.16451616593163,39.70192261160707,39.92367935180664,129915600,0.0,0.0
2018-02-01,39.861694067928994,40.20744590966706,39.76392867506695,40.00714874267578,188923200,0.0,0.0
2018-02-02,39.5827039201683,39.773464666752396,38.17585023622046,38.2712287902832,346375200,0.0,0.0
2018-02-05,37.93741072682618,39.07720186452058,37.198213993368974,37.31505584716797,290954000,0.0,0.0
2018-02-06,36.919218395591244,39.03903900607756,36.72130443507288,38.874507904052734,272975200,0.0,0.0
2018-02-07,38.88881087697536,38.9627297971984,37.930244465849114,38.04231262207031,206434400,0.0,0.0
2018-02-08,38.22113881780791,38.39043987407442,36.9668934584747,36.995506286621094,217562000,0.0,0.0
2018-02-09,37.60604809909049,37.80237241064266,35.9707939741872,37.448028564453125,282690400,0.1575,0.0
2018-02-12,37.94842495983678,39.23891068457899,37.711395627551845,38.95639419555664,243278000,0.0,0.0
2018-02-13,38.77443017517712,39.44481316292959,38.70260277411554,39.346649169921875,130196800,0.0,0.0
2018-02-14,39.03539907594632,40.1127991193423,38.997094295350735,40.07209777832031,162579600,0.0,0.0
2018-02-15,40.65150182954907,41.441595977618086,40.46235986131517,41.41765594482422,204588800,0.0,0.0
2018-02-16,41.26682312063207,41.855803519664555,41.125564856351865,41.2835807800293,160704400,0.0,0.0
2018-02-20,41.19259425477907,41.721715322496664,41.04175708502663,41.144710540771484,135722000,0.0,0.0
2018-02-21,41.37935154742474,41.68820466965572,40.94360126049624,40.957969665527344,149886400,0.0,0.0
2018-02-22,41.132740099042095,41.64749643540826,41.111192974999234,41.30033493041992,123967600,0.0,0.0
2018-02-23,41.58046112888847,42.054516154237255,41.54933506777633,42.01860427856445,135249600,0.0,0.0
2018-02-26,42.22211445253455,42.94995647135871,42.18859548429844,42.84939956665039,152648800,0.0,0.0
2018-02-27,42.88052070963948,43.210920886275,42.65546324016884,42.71052932739258,155712400,0.0,0.0
2018-02-28,42.91883817471889,43.24445263361575,42.62913925111823,42.645896911621094,151128400,0.0,0.0
2018-03-01,42.74644066811606,43.043325529967305,41.33864052784363,41.898887634277344,195208000,0.0,0.0
2018-03-02,41.37216035623857,42.210138126432604,41.2883611179019,42.18859100341797,153816000,0.0,0.0
2018-03-05,41.949174346090196,42.554912350891726,41.78397240781821,42.33464431762695,113605600,0.0,0.0
2018-03-06,42.59561385138205,42.67701654050333,42.169442533872214,42.298728942871094,95154000,0.0,0.0
2018-03-07,41.884531211775446,42.1024063475736,41.72411873419804,41.90607833862305,126814000,0.0,0.0
2018-03-08,42.01381093281413,42.406463234866855,41.91565059727087,42.36336898803711,95096400,0.0,0.0
2018-03-09,42.60758293756824,43.096002693984296,42.471110508789785,43.09121322631836,128740800,0.0,0.0
2018-03-12,43.165436775408004,43.668224972562186,43.146286209893624,43.5078125,128828400,0.0,0.0
2018-03-13,43.71610651941088,43.93398163756472,42.91404419647776,43.08882141113281,126774000,0.0,0.0
2018-03-14,43.172618627318,43.220502343058776,42.57166648689727,42.722503662109375,117473600,0.0,0.0
2018-03-15,42.73686568618089,43.1534616584754,42.63391588656798,42.77277755737305,90975200,0.0,0.0
2018-03-16,42.772785597537684,42.885314352816366,42.526180960214724,42.621952056884766,157618800,0.0,0.0
2018-03-19,42.454348461116155,42.490260331662974,41.57806228684342,41.9707145690918,133787200,0.0,0.0
2018-03-20,41.95635604858399,42.32985417088252,41.88452864353575,41.956356048583984,78597600,0.0,0.0
2018-03-21,41.90847104099161,41.920442884724075,41.003455184882704,41.00585174560547,148219600,0.0,0.0
2018-03-22,40.70177911057846,41.34342893356444,40.366589449808664,40.42644500732422,165963200,0.0,0.0
2018-03-23,40.31631678799697,40.68263257690939,39.49031066894531,39.49031066894531,164115200,0.0,0.0
2018-03-26,40.23969877561329,41.44399238482433,39.849439344252495,41.36498260498047,150164800,0.0,0.0
2018-03-27,41.58284248331242,41.93479338029849,39.96434986113364,40.30432891845703,163690400,0.0,0.0
2018-03-28,40.0433610826903,40.70656156868581,39.55015195821658,39.859004974365234,166674000,0.0,0.0
2018-03-29,40.17744375767993,41.120767926667234,39.95956865199133,40.17026138305664,153594000,0.0,0.0
2018-04-02,39.89731940229305,40.4479912500987,39.377773612771286,39.90689468383789,150347200,0.0,0.0
2018-04-03,40.136740404705215,40.40249921232244,39.47593639944031,40.316307067871094,121112000,0.0,0.0
2018-04-04,39.47593181247379,41.183009541041564,39.449595225471285,41.087242126464844,138422000,0.0,0.0
2018-04-05,41.319492492478105,41.714537745086005,41.199781367046185,41.37216567993164,107732800,0.0,0.0
2018-04-06,40.93401406278096,41.295540271684445,40.27081354202698,40.31391143798828,140021200,0.0,0.0
2018-04-09,40.673059025840814,41.44160251637639,40.665876649540046,40.71376037597656,116070800,0.0,0.0
2018-04-10,41.420048613224886,41.6594708595441,41.068097618872144,41.47990417480469,113634400,0.0,0.0
2018-04-11,41.235692316214745,41.640316495604054,41.108798818373465,41.285972595214844,89726400,0.0,0.0
2018-04-12,41.51820833577437,41.89888879143187,41.42961962951884,41.69298553466797,91557200,0.0,0.0
2018-04-13,41.8462270635244,42.1000141034231,41.623566090015075,41.83425521850586,100497200,0.0,0.0
2018-04-16,41.906076846544444,42.183807538115346,41.85819312637897,42.09522247314453,86313600,0.0,0.0
2018-04-17,42.255636437220545,42.84222024987294,42.236482217819216,42.674625396728516,106421600,0.0,0.0
2018-04-18,42.571671231680774,42.81349005105737,42.349010284687715,42.578853607177734,83018000,0.0,0.0
2018-04-19,41.60200899491651,41.99226843287854,41.33864671094245,41.37216567993164,139235200,0.0,0.0
2018-04-20,40.84543317492202,40.99387378583556,39.60761705287663,39.67705154418945,261964400,0.0,0.0
2018-04-23,39.94281428865466,39.964361414300946,39.28679601039451,39.5621337890625,146062000,0.0,0.0
2018-04-24,39.66508490439278,39.82310447090525,38.59965659071394,39.0114631652832,134768000,0.0,0.0
2018-04-25,38.93484526402565,39.60522829706183,38.88456863719176,39.18144989013672,113528400,0.0,0.0
2018-04-26,39.29397699941196,39.67944695331381,39.114410318773714,39.31792068481445,111852000,0.0,0.0
2018-04-27,39.26526104447873,39.344270849609934,38.458408983533694,38.863033294677734,142623200,0.0,0.0
2018-04-30,38.81752830474198,40.04576189159406,38.748093810434405,39.566917419433594,169709600,0.0,0.0
2018-05-01,39.84225877910141,40.51024527060924,39.569317551465744,40.486305236816406,214277600,0.0,0.0
2018-05-02,41.953947958134606,42.55729288011641,41.61157599121678,42.274776458740234,266157600,0.0,0.0
2018-05-03,42.109587121824276,42.49745000350653,41.764818492198415,42.351402282714844,136272800,0.0,0.0
2018-05-04,42.677016259329854,44.11354976595526,42.65786204084628,44.01299285888672,224805200,0.0,0.0
2018-05-07,44.33620671265713,44.93236937939759,44.23325690753566,44.3314208984375,169805600,0.0,0.0
2018-05-08,44.290715303890266,44.58520359501823,43.97467623767064,44.54450225830078,113611200,0.0,0.0
2018-05-09,44.66420766006746,44.86771431767652,44.34577572761654,44.85813903808594,92844800,0.0,0.0
2018-05-10,44.949129628727185,45.57880759332457,44.92757885207404,45.49979782104492,111957200,0.0,0.0
2018-05-11,45.54305716852632,45.68005215754386,45.05275043417451,45.326744079589844,104848800,0.1825,0.0
2018-05-14,45.42769026696374,45.552670922555464,45.151294478081255,45.22099304199219,83115200,0.0,0.0
2018-05-15,44.891725580470656,44.96142781893146,44.48794696032253,44.81000900268555,94780800,0.0,0.0
2018-05-16,44.72108878146044,45.29551437766018,44.70426283617908,45.228214263916016,76732400,0.0,0.0
2018-05-17,45.18494347050902,45.40365870471311,44.790777089057244,44.942195892333984,69176000,0.0,0.0
2018-05-18,44.99027949744062,45.139292549663026,44.73551382723521,44.77877426147461,73190800,0.0,0.0
2018-05-21,45.184950213556355,45.49018999984439,44.9229745206811,45.09602355957031,73603200,0.0,0.0
2018-05-22,45.27628837460484,45.39646112967715,44.89173409142088,44.98306655883789,60962800,0.0,0.0
2018-05-23,44.78837230789719,45.30511351498874,44.64656571711346,45.27146530151367,80233600,0.0,0.0
2018-05-24,45.370009708521685,45.386831982273826,44.754725969270666,45.22099304199219,92936000,0.0,0.0
2018-05-25,45.24021845436224,45.58150851878358,45.10081766736533,45.3243408203125,69844000,0.0,0.0
2018-05-29,45.08880704561112,45.36520284100146,44.913352229871066,45.16090774536133,90056400,0.0,0.0
2018-05-30,45.11764985393733,45.1849462890625,44.89172453571111,45.06477355957031,74762000,0.0,0.0
2018-05-31,44.99747534057045,45.240222924264174,44.73790181507215,44.913352966308594,109931200,0.0,0.0
2018-06-01,45.18254651110385,45.72812809093765,45.1248622776822,45.723323822021484,93770000,0.0,0.0
2018-06-04,46.05980252708877,46.487617140603646,45.990103959274116,46.10546875,105064800,0.0,0.0
2018-06-05,46.40349726570527,46.612596631272666,46.232850384492686,46.461177825927734,86264000,0.0,0.0
2018-06-06,46.53809274545233,46.64624746932965,46.127100393861674,46.62221145629883,83734400,0.0,0.0
2018-06-07,46.66067132518315,46.67509146719746,46.228048727849014,46.49723815917969,85388800,0.0,0.0
2018-06-08,45.946851180565595,46.14633839600912,45.61036893004729,46.07423400878906,106627200,0.0,0.0
2018-06-11,45.99010188148408,46.139114882246936,45.71610822377602,45.96125793457031,73234000,0.0,0.0
2018-06-12,45.99971574207846,46.292937485828396,45.94203151355403,46.213623046875,67644400,0.0,0.0
2018-06-13,46.24727588882722,46.35783642104513,45.77139287489121,45.83388137817383,86553600,0.0,0.0
2018-06-14,46.038176893553995,46.042984829964915,45.718516968775496,45.85791778564453,86440400,0.0,0.0
2018-06-15,45.672844858744156,45.70409094031926,45.24743239200351,45.38683319091797,246876800,0.0,0.0
2018-06-18,45.15611096343223,45.47817303364627,44.99267412634771,45.36280822753906,73939600,0.0,0.0
2018-06-19,44.49757377449052,44.78358555802117,44.09138921921635,44.629764556884766,134314000,0.0,0.0
2018-06-20,44.78837820608606,44.99266964788068,44.63936152617509,44.82442855834961,82514800,0.0,0.0
2018-06-21,45.00469498178712,45.26907649936696,44.449497462250754,44.57447814941406,102847600,0.0,0.0
2018-06-22,44.73310457920447,44.74031465102234,44.3918143994271,44.4446907043457,108801600,0.0,0.0
2018-06-25,44.07934958512709,44.444675658880996,43.437627738903814,43.78372573852539,126652400,0.0,0.0
2018-06-26,43.98080997074872,44.83163114863513,43.87265159724292,44.326904296875,98276800,0.0,0.0
2018-06-27,44.519187842279536,45.011896761156244,44.2307740282041,44.262020111083984,101141200,0.0,0.0
2018-06-28,44.24759758868621,44.75472662086138,44.1754932222035,44.58407974243164,69460800,0.0,0.0
2018-06-29,44.773950862985714,44.99026396163163,43.96158576127581,44.4903450012207,90950800,0.0,0.0
2018-07-02,44.18030440496049,45.01670558244201,44.08416402012424,44.98786163330078,70925200,0.0,0.0
2018-07-03,45.134473862154636,45.172930017240176,44.113005622247506,44.20433807373047,55819200,0.0,0.0
2018-07-05,44.52639893170227,44.802798413193806,44.29086140601073,44.5600471496582,66416800,0.0,0.0
2018-07-06,44.564860272019224,45.28829887595269,44.51198397088057,45.17774200439453,69940800,0.0,0.0
2018-07-09,45.545457327713514,45.82906316445129,45.497388976938645,45.805030822753906,79026400,0.0,0.0
